business_id,business_name,city,state,business_avg_stars,categories
uPUh99711tvY772laBbBbg,Chick’nCone,St. Petersburg,FL,3.5,"Chicken Shop, Restaurants, Beer, Wine & Spirits, Food"
_irkfTC6a4KIqfKy1HIHCA,Rain Japanese Sushi Bar & Thai,St. Petersburg,FL,4.5,"Restaurants, Japanese, Asian Fusion"
ruE_DRE6fTIE6who59hdfQ,Acropolis Greek Taverna,St. Petersburg,FL,3.5,"Restaurants, Greek, Mediterranean, Nightlife, Bars, Food"
eoqpPPlegPddFATQadDsoA,Green Mint Asian Grill,Clearwater,FL,4.0,"Coffee & Tea, Asian Fusion, Juice Bars & Smoothies, Food, Bubble Tea, Vietnamese, Restaurants"
KvXcUof9CictI9nNe2oSLw,Eastern Kitchen & Sushi,St. Petersburg,FL,4.5,"Thai, Japanese, Sushi Bars, Pan Asian, Chinese, Soup, Restaurants"
QoCTnvts3Uu-M5oCJG7I3A,Jessi's Restaurant,Pinellas Park,FL,4.0,"Diners, Restaurants, Breakfast & Brunch, Greek, American (New), American (Traditional)"
GHDsoNl2IJnRa3eqVx2_Aw,The Canopy,St. Petersburg,FL,4.0,"Food, Bars, Lounges, American (Traditional), Local Flavor, Beer, Wine & Spirits, Nightlife, Restaurants, American (New)"
IP-1mFLExknOQfWIOTYDHQ,Hacienda Mexican Grill,Clearwater,FL,3.0,"Mexican, Restaurants"
Q5LEQzTT85ys8zSaqyeAaA,The Whiskey Exchange,St. Petersburg,FL,4.0,"Nightlife, Bars, Restaurants"
7QEJKb5jKaevJonzoIDv7g,WingHouse Bar & Grill,Pinellas Park,FL,3.0,"Bars, American (Traditional), Restaurants, Nightlife, Sports Bars, Chicken Wings"
fSCyylUhuA9BSakKPFoUbA,The Left Bank Bistro,Saint Petersburg,FL,4.0,"Coffee & Tea, Food, French, Restaurants, Breakfast & Brunch, Bars, Nightlife"
E67apo23wGDomJsqQkyK-Q,Swingers Patio Bar & Grill,Saint Petersburg,FL,3.0,"Nightlife, Bars, Restaurants, Breakfast & Brunch, American (Traditional)"
qE4HLK7Djz943V5OWWHrwA,Astra Pizza,St Petersburg,FL,4.0,"Pizza, Restaurants, Sandwiches, Italian"
wFHz88EklQKK3qah4rSLJw,Cheap,Tampa,FL,3.5,"Tapas Bars, Sports Bars, Sushi Bars, Restaurants, Lounges, Bars, American (New), Nightlife"
LtG1BloPZmht57B4f8pimA,Mini Doughnut Factory,Saint Petersburg,FL,4.5,"Donuts, Restaurants, Food, Coffee & Tea, Desserts, Cafes"
I_3LMZ_1m2mzR0oLIOePIg,Pappy's Smokehouse,Saint Louis,MO,4.5,"Food, Restaurants, Caterers, Smokehouse, Barbeque, Food Trucks, Event Planning & Services"
HiGSwE3dV_u5OnLok3jfKw,La Tejana Taqueria,Bridgeton,MO,4.5,"Restaurants, Mexican"
p_qSQwShIgQnNxGcajI4-w,Oxford Exchange,Tampa,FL,4.5,"Restaurants, American (New), Coffee & Tea, Books, Mags, Music & Video, Breakfast & Brunch, Food, American (Traditional), Event Planning & Services, Bookstores, Cafes, Diners, Venues & Event Spaces, Shopping"
0QYWhij_YZ7Lyk9F6213Sg,Pho Grand Restaurant,Saint Louis,MO,4.0,"Vietnamese, Restaurants"
myg9wV_3IgHGa-pVKVjijA,Meskerem Ethiopian Restaurant,Saint Louis,MO,4.5,"Ethiopian, Restaurants"
bR3TcTiLN5UzQA7zvPu0vQ,Mother's,Tampa,FL,4.0,"American (Traditional), Sports Bars, Restaurants, Bars, Nightlife"
5m6gQ3BwWi8QXcZmD4yulg,Banh Mi Factory,Tampa,FL,4.5,"Bubble Tea, Bakeries, Sandwiches, Vietnamese, Restaurants, Food"
EqxVp4_9Up1HNgpU2pH3WQ,Wooden Ladle Noodle Shop,Oldsmar,FL,3.5,"Poke, Pizza, Japanese, Ramen, Food, Noodles, Restaurants, Italian"
-hto0uJjh8KFQZGc9ZAcuQ,U-City Grill,St Louis,MO,4.0,"Restaurants, Korean"
F__yT5i7C2t-IfzyXYscKw,Kung Fu Tea,Tampa,FL,4.0,"Food, Coffee & Tea, Bubble Tea, Restaurants, Asian Fusion, Juice Bars & Smoothies"
mLsBTZoCV_Rae4pUfR7Ijg,Ocean Blue Sushi,Clearwater,FL,4.0,"Asian Fusion, Steakhouses, Japanese, Sushi Bars, Restaurants"
GXFMD0Z4jEVZBCsbPf4CTQ,Hattie B’s Hot Chicken - Nashville,Nashville,TN,4.5,"American (Traditional), Chicken Shop, Southern, Restaurants, Chicken Wings, American (New), Soul Food"
OXDo1mHlp2Io3CM6a1aB1w,Seoul Taco,Saint Louis,MO,4.0,"Restaurants, Asian Fusion, Food, Mexican, Food Trucks, Korean"
P-TC0VSnUsct3NhYrj5xOA,Thinh An Kitchen & Tofu,Tampa,FL,4.5,"Food, Vietnamese, Sandwiches, Bakeries, Soup, Restaurants"
YPTYOQO8Lg9BtHsRwYBY7g,Mai Lee,Saint Louis,MO,4.0,"Restaurants, Chinese, Vietnamese, Vegetarian, Asian Fusion, Noodles"
DzVYXX8mc5x31BbaP8c0_Q,Mac's Local Eats,St Louis,MO,4.5,"Restaurants, American (Traditional), Burgers, Local Flavor, Salad"
OZcl2HOUXAHuICrh5d2WjQ,Half & Half,Clayton,MO,4.0,"Restaurants, Cafes, Breakfast & Brunch"
cvmlCw0J6R5KtAlPgkO5Rw,Hank's Cheesecakes,Saint Louis,MO,4.5,"Bakeries, Food, Restaurants, Desserts"
STj3aVLhaVEM8prvNhzPnQ,Astoria Russian Bistro,Saint Louis,MO,3.5,"Nightlife, Restaurants, Bars, Russian"
P7XX9Kf4-RxnkmUvrTQGLw,Tiffany's Original Diner,Saint Louis,MO,3.0,"Diners, American (Traditional), Restaurants"
GTO6Nyh9oZDDSySDG4ogNg,Rich and Charlie’s - Crestwood,Crestwood,MO,3.5,"Pizza, Italian, Restaurants"
ISDVzdF4WZ4SXQdhyet9nQ,Michael's Bar & Grill,Saint Louis,MO,4.0,"Bars, Restaurants, Burgers, Greek, American (Traditional), Nightlife, Mediterranean"
Jn8bQ86NMVlCG3tY0YVLaw,Russell’s Cafe & Bakery,Fenton,MO,4.5,"Internet Cafes, Breakfast & Brunch, Restaurants, Bakeries, Beer, Wine & Spirits, Food"
peQnrEY1S6sE4ifK2SFUSA,Sugarfire Smokehouse,Valley Park,MO,4.0,"Food, Burgers, Smokehouse, Barbeque, Restaurants"
WP3W43z9Dryyunf8J8YhFQ,Toasted Coffee House,High Ridge,MO,5.0,"Cafes, Food, Restaurants, Bakeries, Coffee & Tea"
vWjME92WddneF98IqzaNfQ,Sugarfire Smoke House,Saint Louis,MO,4.5,"Restaurants, Food, Barbeque, Desserts"
O4304E8vXVnTXeEemzvcRg,Papaya,North Wales,PA,4.5,"Vietnamese, Asian Fusion, Tapas/Small Plates, Gluten-Free, Restaurants"
-0TffRSXXIlBYVbb5AwfTg,IndeBlue Modern Indian Food & Spirits,Philadelphia,PA,4.5,"Cocktail Bars, Food Delivery Services, Nightlife, Breakfast & Brunch, Food, Bars, Event Planning & Services, Caterers, Restaurants, Indian"
ci-kujWfHzsg5zCcqYZLKA,Lucky Strike - Philadelphia,Philadelphia,PA,3.0,"Nightlife, Restaurants, Event Planning & Services, Cocktail Bars, Bowling, Active Life, Venues & Event Spaces, Bars, American (Traditional), American (New), Lounges"
5DW8hK3NokQmw5jBCYYp6Q,The Pour House - North Wales,North Wales,PA,3.5,"Restaurants, Pubs, Burgers, Beer Bar, Bars, Nightlife, Food, Gastropubs, American (Traditional), Breakfast & Brunch"
ZzrQzFkhCHDLq_0Bbko3lg,To-Yo Japanese Restaurant & Bar,Doylestown,PA,3.5,"Food, Japanese, Desserts, Restaurants"
8pqdJjefYq-a9IBSJJmKwA,The Dandelion,Philadelphia,PA,4.0,"British, Restaurants, Gastropubs, Bars, Nightlife"
PmdNRZ2Xrk23ek6EY_mZ-g,MAMA Thai,Lansdale,PA,4.0,"Restaurants, Thai, Asian Fusion"
7hzMziJEmZ0O6s9RtQxdBw,Stove and Tap,Lansdale,PA,4.0,"Restaurants, American (Traditional), Breakfast & Brunch, American (New), Venues & Event Spaces, Event Planning & Services"
YPLfRswyryjjW3VJa-SdaA,Ishkabibble's,Philadelphia,PA,4.0,"Restaurants, Seafood, Cheesesteaks, Burgers, Pizza, Sandwiches"
RQAF6a0akMiot5lZZnMNNw,Dalessandro’s Steaks & Hoagies,Philadelphia,PA,4.0,"Sandwiches, Delis, Restaurants, Cheesesteaks"
c_3eyh5825j-d-dMtrR80Q,Dominick's Pizza & Pub,Chalfont,PA,3.5,"Restaurants, Pizza"
EYZZlLKrLIh4WWUPFmXxpg,Carmen's Deli,Bellmawr,NJ,4.0,"Event Planning & Services, Salad, Sandwiches, Restaurants, Caterers, Delis"
Z2zPngLTMttIsU1c_9yo7w,Bonefish Grill,Deptford,NJ,3.5,"Restaurants, American (New), Cocktail Bars, Seafood, Nightlife, Bars"
-9rRsa_9GTkSYkPdKa7T8A,Hollywood Cafe & Sports Bar,Woodbury Heights,NJ,2.5,"Nightlife, Sports Bars, Diners, Bars, Restaurants, Cafes, Karaoke, Breakfast & Brunch"
9mA9qYqiv4c0T9ASid3PIQ,The Capital Grille,Philadelphia,PA,4.0,"Seafood, Restaurants, Wine Bars, American (Traditional), Italian, Steakhouses, Bars, Nightlife"
fkAxNJoDJTAJU5x9xfCUnQ,Tori's Bistro,Laurel Springs,NJ,4.0,"Mediterranean, Italian, Restaurants"
-Uzw3Hvy1KBNxak9vWsYyQ,Riverwinds Restaurant,West Deptford,NJ,3.0,"Seafood, American (New), Steakhouses, Restaurants"
RUXWCVeTj-v7Lqp7EWfYnA,Gia Nina's Pizza,Woodbury,NJ,4.5,"Pizza, Restaurants, Italian"
9f5GXEeTvBWnrZ-AHEjgJQ,The Original Crabby Bills,Indian Rocks Beach,FL,4.0,"Food, Seafood Markets, Seafood, Nightlife, Sandwiches, Salad, Specialty Food, Restaurants, Bars, Fish & Chips, Breakfast & Brunch"
u0Cv6d9FoxvKoYi8NM1D1g,Fat Louie's,Woodbury,NJ,4.0,"Sandwiches, Delis, Italian, Restaurants"
VdNMMHEFPBx4qnAjAhiKjg,"Ciconte's Italia Pizzeria, West Deptford",West Deptford,NJ,3.5,"Restaurants, Italian, Pizza"
4WJqHhAq_CbtpzNiUuE9Eg,Cinder Bar,Clarksboro,NJ,4.0,"Restaurants, Bars, Pizza, American (New), Nightlife"
tjDRn-52X7f5jepGZQc4-Q,Colonial Diner,Woodbury,NJ,3.5,"Diners, Restaurants"
p4zm3a5-Ei8wjUV_KZq23w,Cracker Barrel Old Country Store,Tucson,AZ,3.5,"American (Traditional), Caterers, Breakfast & Brunch, Restaurants, Southern, Event Planning & Services, Comfort Food"
iOFbMitGdfU6i5xm4nZ8Ww,Blue Willow Restaurant & Gift Shop,Tucson,AZ,4.0,"Cards & Stationery, Event Planning & Services, Food, Bakeries, Flowers & Gifts, Nightlife, Breakfast & Brunch, Cocktail Bars, Bars, Shopping, Vegetarian, Gift Shops, Cafes, Beer Bar, Mexican, Gluten-Free, Restaurants, Wine Bars, Arts & Crafts, American (Traditional), American (New), Souvenir Shops"
l8yqThofpWGUs6lxOeIdOA,Shish Kebab House of Tucson,Tucson,AZ,4.0,"Mediterranean, Middle Eastern, Restaurants"
_iHV--nOdqTMbINQtMehzQ,Char's Thai,Tucson,AZ,3.5,"Asian Fusion, Vegetarian, Restaurants, Thai"
JFShrvfR86GnWUaITaGRkA,Oregano's,Tucson,AZ,3.5,"Restaurants, Sandwiches, Pizza, Italian"
VeodynTzM0rC2OhkEDoQdg,Trident Grill III,Tucson,AZ,3.5,"Restaurants, American (Traditional), Nightlife, Bars, Sports Bars, Seafood"
5P4w4WfPbXzUi6YALfwx2g,The Oink Cafe - Tucson,Tucson,AZ,3.5,"Restaurants, Cafes, Sandwiches, Breakfast & Brunch"
d-e9OJzjy-_bWs3r6fKIbQ,First Watch,Tucson,AZ,4.0,"Restaurants, Breakfast & Brunch, American (Traditional), Cafes"
5YFqjdNj7HCkDwYjvwG50g,Noodleholics,Tucson,AZ,4.5,"Restaurants, Noodles"
0VLvj_tqDWATqb9ThA-XiA,New Delhi Palace,Tucson,AZ,3.5,"Gluten-Free, Cocktail Bars, Indian, Nightlife, Vegetarian, Bars, Restaurants, Pakistani, Vegan"
jkGQQ4_LgJx3hwPtCFkzbQ,Max Brenner - Philadelphia,Philadelphia,PA,3.5,"American (Traditional), Restaurants, Desserts, Food, Chocolatiers & Shops, American (New), Specialty Food, Breakfast & Brunch"
NUJrCPU51Cvip4ayZD1P5g,Jose Pistola's,Philadelphia,PA,3.5,"Nightlife, Restaurants, Bars, Mexican, Tex-Mex"
2I0GtFcDwEQv6-fruMxNng,Kilroy's Bar N' Grill,Indianapolis,IN,3.5,"Bars, Sports Bars, American (New), Restaurants, Nightlife"
V_jy9Aemc3kjznqhbsu_Dg,MilkBoy,Philadelphia,PA,3.5,"Coffee & Tea, Food, American (New), Arts & Entertainment, Nightlife, Music Venues, Restaurants, Bars"
My9NAWShKtNqBYw7200qOw,Conner's Kitchen + Bar,Indianapolis,IN,4.0,"Restaurants, Breakfast & Brunch, American (Traditional), Bars, Nightlife, American (New)"
IgR9XwyiH-fVwDS6FS7e3A,Rooster's Kitchen,Indianapolis,IN,4.0,"Gastropubs, American (New), Bars, Nightlife, Restaurants, Sandwiches"
sTPueJEwcRDj7ZJmG7okYA,Jim's South St,Philadelphia,PA,3.5,"Bars, Restaurants, Pizza, Cheesesteaks, Italian, Beer Bar, American (Traditional), Local Flavor, Nightlife, Sandwiches"
q9WA6PqTLnB78DWPu5YJ5A,Perla,Philadelphia,PA,4.5,"Filipino, American (New), French, Restaurants"
oyA87-Q_vqnmxVOn_auJQQ,Spice C,Philadelphia,PA,4.0,"Restaurants, Chinese, Comfort Food"
Ih6_y2nnbg2Jw9Qdc876GA,Cafe Patachou,Indianapolis,IN,4.0,"Cafes, Restaurants, American (New), Breakfast & Brunch"
wQUBiBqlzC6cbdkX-GaBqQ,Thai Lotus,Reno,NV,4.5,"Thai, Restaurants"
sVZb87xjhbCWHQ2UXOGLrA,Giorgio On Pine,Philadelphia,PA,4.0,"Pizza, Italian, Restaurants, Gluten-Free"
q-zV08jt6U-q05SMEuQJAQ,The Original Tony Lukes,Philadelphia,PA,4.0,"Sandwiches, Fashion, Used, Vintage & Consignment, Cheesesteaks, Restaurants, Breakfast & Brunch, Shopping"
An8XTQa31kRurc_r-3bsLQ,The Bridge Restaurant & Bar,Reno,NV,4.0,"Nightlife, American (New), Bars, Sandwiches, Restaurants"
iDz7QXJRxhemczZfAi32wQ,"Yia, Its All Greek to Me",Media,PA,4.5,"Greek, Restaurants"
ctC-HU2Jbv04I42ykXFjLA,Opa Taverna,West Chester,PA,4.5,"Greek, Restaurants"
XGvjcYBx1U6yzyyf4qVyZg,Classic Diner,Malvern,PA,4.0,"Diners, American (New), American (Traditional), Restaurants, Breakfast & Brunch"
ckF4SrqKfSm8ndr88on1dA,Chart House,Philadelphia,PA,2.5,"American (Traditional), Restaurants, Event Planning & Services, Breakfast & Brunch, Seafood, Venues & Event Spaces, Steakhouses"
Ur2C_YaqewfR3QWaWtJy3w,LongHorn Steakhouse,Exton,PA,3.5,"Restaurants, Barbeque, Steakhouses, American (Traditional)"
NHVGjNYZcQ-ATOkMaZ6G2Q,Fontana Pizza & Grill,Exton,PA,3.0,"Sandwiches, Pizza, Chicken Wings, Restaurants, Cheesesteaks"
0-pY7oEuTT6j9fa1k-YBnw,Roots Cafe,West Chester,PA,4.5,"Breakfast & Brunch, Restaurants, Sandwiches, American (New), Cafes, CSA, Food"
O_h2eu7ygwRmBqedfMXqqg,Chick-fil-A,Downingtown,PA,3.5,"Chicken Wings, Caterers, Restaurants, Event Planning & Services, Fast Food, Chicken Shop"
0SCF_drbRr0aekQD-jZ3IQ,Carrabba's Italian Grill,West Chester,PA,3.0,"Restaurants, Italian, Seafood"
FKE8zl10QQnAqrwbl3IYgA,Panera Bread,West Chester,PA,3.0,"Salad, Restaurants, Breakfast & Brunch, Sandwiches, Soup, Bakeries, Bagels, Food"
nb4q4rKYdtgH6I8Mbm93VA,Rai Rai Ramen & Hawaiian BBQ,West Chester,PA,4.5,"Ramen, Japanese, Hawaiian, Noodles, Barbeque, Restaurants"
0WrdiQ4qJBu2Gc7wRcIfdw,Tupelo Junction Cafe,Santa Barbara,CA,4.0,"Restaurants, Breakfast & Brunch, American (Traditional), American (New), Southern"
CziOtnFSklimJnBgksDDwA,Pascucci,Santa Barbara,CA,3.5,"Gelato, Food, Restaurants, Italian, Vegetarian, Gluten-Free"
6smGb7xv5fDbBsLgW1WC2w,Shintori Sushi Factory,Santa Barbara,CA,3.5,"Restaurants, Sushi Bars, Food, Specialty Food, Japanese"
5Z7HXqp22lSiN0Q8iF94hQ,Zodo's Bowlero Bowling & Beyond,Goleta,CA,3.5,"Active Life, Bowling, Restaurants, Bars, Nightlife, Party & Event Planning, Arcades, Event Planning & Services, Arts & Entertainment"
qx2YTFXfVDwQUfOeWCFfbw,Jersey Mike's Subs,Santa Barbara,CA,3.0,"Delis, Restaurants, Fast Food, Sandwiches"
MJI-bNIn3QDgiGggm9Wp1w,Moby Dick Restaurant,Santa Barbara,CA,3.0,"Seafood, American (Traditional), Breakfast & Brunch, Restaurants"
DQgX6IbCPg3SKdFAgWK1uw,Flightline Restaurant,Goleta,CA,3.5,"Nightlife, Restaurants, Steakhouses, Bars, American (Traditional)"
Ng4PxR9WVdbnDGC50PbzwQ,Jersey Mike's Subs,Goleta,CA,3.0,"Fast Food, Restaurants, Sandwiches, Delis"
_ecVi-tVoaKHKYxNkxFj7w,Dave's Dogs Grill,Santa Barbara,CA,4.5,"Restaurants, Hot Dogs"
TCWnTa69sJ3vGQsdEe3Esw,Uncle Roccos Famous NY Pizza,Santa Barbara,CA,2.5,"Pizza, Italian, Fast Food, Restaurants"
5DJ2sDvM_XRndlB24DnxYw,Adele's,Nashville,TN,4.0,"Cocktail Bars, Restaurants, American (New), Event Planning & Services, Caterers, Nightlife, Bars, Breakfast & Brunch, Desserts, Food, Italian"
wjR2SPyFDgS-M6WXyDsbBw,Pizza Box,Saint Petersburg,FL,4.5,"American (New), Pizza, Restaurants, Local Flavor, Vegetarian"
OZ3ncfIHMQgSoxVCXKRxbQ,1764 Public House,St. Louis,MO,3.0,"American (Traditional), Bars, Cajun/Creole, Breakfast & Brunch, Cocktail Bars, Nightlife, Restaurants, American (New)"
YLZ6XqKo-cixzMtNMHKEvw,Skyline Chili,Clearwater,FL,4.0,"Diners, Restaurants, American (Traditional), Fast Food, Hot Dogs"
cQIh4YJlVtZI9TLF5_smOg,The Shaved Duck,St Louis,MO,4.5,"Barbeque, Restaurants, Soul Food, American (New), American (Traditional), Smokehouse, Food"
lgOa5IWyHW9_qoCSXeie9Q,Coffee Grounds,Treasure Island,FL,4.5,"Nightlife, Sandwiches, Food, Restaurants, Cafes, Coffee & Tea, Breakfast & Brunch, Cocktail Bars, Coffee Roasteries, Bars, Desserts"
LdECsE8lJS7v5GTFTcjPSg,Crabby Bill's Seafood,St. Pete Beach,FL,4.0,"Seafood, Restaurants"
V2xSuNLZb6QAb7GdNkI3rg,The Frog Pond,St Pete Beach,FL,4.5,"Breakfast & Brunch, Waffles, Restaurants"
oIH5YWPy_g61YXM6R900Wg,Puckett's Grocery & Restaurant,Nashville,TN,4.0,"Southern, Grocery, Restaurants, Barbeque, American (Traditional), Food"
Fm16G-I-rmO3g_KTKleteQ,Pickles Deli,Saint Louis,MO,4.0,"Food, Sandwiches, Desserts, Delis, Breakfast & Brunch, Restaurants, Event Planning & Services, American (Traditional), Caterers"
mc9V_wG4QyRYew9_S8R44A,Eddie V's Prime Seafood,Tampa,FL,4.5,"Jazz & Blues, Nightlife, Bars, Arts & Entertainment, Lounges, Restaurants, Seafood, Steakhouses"
CjU3XOHTVh08oH9j7Kyz_Q,Beach Pizza,Largo,FL,3.0,"Pizza, Restaurants"
htJyj7N2_QqVUAvXCK9aXA,Gigglewaters,Safety Harbor,FL,4.5,"Speakeasies, Bars, Cocktail Bars, American (Traditional), Nightlife, Restaurants"
qKg3Vu-be1PExiSOX6pTqg,Ford's Garage,Clearwater,FL,3.5,"Food, American (Traditional), Cocktail Bars, Beer, Wine & Spirits, Breakfast & Brunch, Nightlife, Bars, Comfort Food, Restaurants, Burgers"
haAIu_BLD6khheesCjKIRw,Jimmy's Sushi Bar,Seminole,FL,4.5,"Sushi Bars, Japanese, Restaurants"
BzqHs2CkUw8VoE-NY8hTtQ,Sushi Kabuki,Seminole,FL,4.5,"Restaurants, Japanese"
rDXBCqfrhK7JHkTf25aZmA,Hook's on 4th,Saint Petersburg,FL,4.0,"Sushi Bars, Restaurants, Thai, Korean"
fAsuGT-qAKwokZCJcUREww,Munch's Sundries & Restaurant,Saint Petersburg,FL,4.0,"Sandwiches, Restaurants, Breakfast & Brunch"
JnKdPqmgppB0CY7EuXaSCQ,Middle Grounds Grill,Treasure Island,FL,4.0,"Seafood, Nightlife, Bars, American (New), Restaurants, Steakhouses"
ZfOS7Mz-iGseNxBhlhXm_w,Lucky Dill Deli,Palm Harbor,FL,3.5,"Coffee & Tea, Restaurants, Desserts, Food, American (New), Sandwiches, Breakfast & Brunch, Delis"
EQP8f7Rq5KXknJixlwxZEw,Salt Rock Grill,Indian Shores,FL,4.0,"American (New), Steakhouses, Seafood, Restaurants"
Lq0Q1xGTpvj4mrfKt1RQiQ,Bruce's Chicago Grill & Dog House,Largo,FL,4.0,"Food, American (Traditional), Specialty Food, Ethnic Food, Restaurants, Hot Dogs, Delis"
Xc68WCUnfouCMPTY6oEQfg,Mike's Pizza & Deli Station,Clearwater,FL,3.5,"Delis, Restaurants, Pizza"
NhQYQXzaNQLRD_1koidAPA,Our Place - Dunedin,Dunedin,FL,3.5,"Restaurants, Breakfast & Brunch, American (Traditional)"
c0F9yKr0bJuQDtG1lzDgmQ,Craft Street Kitchen - Oldsmar,Oldsmar,FL,4.5,"Breakfast & Brunch, Restaurants, Beer Bar, Nightlife, Salad, Bars, Food, American (New), Cocktail Bars, Gastropubs"
VhL0erhkRQCiZR6KcU_4xQ,Sharks Bar & Grill,Largo,FL,4.0,"American (Traditional), Bars, Sports Bars, Karaoke, Restaurants, Burgers, Nightlife"
p3-FsWgkrRlT18Mw5Z1tHg,Da Sesto Italiano Ristorante e Vino,Pinellas Park,FL,4.5,"Food, Desserts, Wine Bars, Cocktail Bars, Bars, Nightlife, Restaurants, Event Planning & Services, Italian, Caterers"
mIxVPAdKyICXbllwtzWzow,Prohibition  Kitchen And Tap,Dunedin,FL,4.5,"Restaurants, Gastropubs, Barbeque"
JPoLb8jZYc5e7WjI2coVkQ,"Love, Peace & Pho",Nashville,TN,3.5,"Asian Fusion, Vietnamese, Restaurants"
_vZSIIqBsw_IUmxqNVOALA,Stay Golden,Nashville,TN,4.0,"Food, Restaurants, Cocktail Bars, Coffee Roasteries, Nightlife, Bars, Coffee & Tea, Cafes, Breakfast & Brunch"
OOnuozzEfen6PQn7xK3ujA,Back to Cuba,Nashville,TN,4.0,"Cuban, Restaurants"
YV83252nBml7BmQLdAniYg,Lockeland Table,Nashville,TN,4.5,"American (Traditional), Restaurants, American (New)"
qA9EhUWuH4HJHGsmlyJBFQ,The Lost Paddy,Nashville,TN,4.5,"Irish, Karaoke, Bars, Restaurants, Sports Bars, Nightlife"
uKGuZYme6UO1DBexhtW5cw,Uncommon Grounds,Old Hickory,TN,4.5,"Cafes, Restaurants, Breakfast & Brunch, Arts & Entertainment, Food, Coffee & Tea"
I-nrEtjboBLoEvGiSAcmvw,Bourbon Steak by Michael Mina,Nashville,TN,4.5,"Bars, Cocktail Bars, Desserts, Steakhouses, Seafood, Food, American (New), Restaurants, Nightlife, Lounges"
XrikSy0DQ_fhVCaRRBJI-g,Kayne Prime,Nashville,TN,4.0,"Restaurants, Steakhouses"
6oWaOMzGPCe5fjZvINe6YQ,Sonobana Japanese Restaurant and Grocery,Nashville,TN,4.0,"Sushi Bars, Restaurants, Japanese"
G8I9weN2VpCAHs2UEmwf2g,Joey's House Of Pizza,Nashville,TN,4.5,"Event Planning & Services, Restaurants, Italian, Pizza, Caterers"
EagkHaaC-kUozD3MPzbRIw,Stanley,New Orleans,LA,4.0,"Breakfast & Brunch, Food, Restaurants"
gSIfAcRzIoI9HR6m-5TWSQ,Juicy Seafood,Hermitage,TN,3.5,"Restaurants, Seafood"
j-sQ70FAmLACDBlgOMoQ8Q,Bamboo Bistro,Saint Louis,MO,3.5,"Restaurants, Buffets, Vietnamese, Chinese, Asian Fusion"
rgeuy1qbw6Z8B6CSVANHIA,Federal Donuts,Philadelphia,PA,4.0,"Donuts, Sandwiches, Soul Food, Food, Coffee & Tea, Restaurants, Chicken Wings"
